Year,Month,Day,SGD_per_100_INR
2010,Nov,16,2.8770
2010,Nov,18,2.8581
2010,Nov,19,2.8633
2010,Nov,22,2.8600
2010,Nov,23,2.8571
2010,Nov,24,2.8745
2010,Nov,25,2.8629
2010,Nov,26,2.8790
2010,Nov,29,2.8782
2010,Nov,30,2.8682
2010,Dec,01,2.8863
2010,Dec,02,2.9016
2010,Dec,03,2.9000
2010,Dec,06,2.9001
2010,Dec,07,2.9076
2010,Dec,08,2.9233
2010,Dec,09,2.9094
2010,Dec,10,2.8908
2010,Dec,13,2.8948
2010,Dec,14,2.8957
2010,Dec,15,2.8945
2010,Dec,16,2.8875
2010,Dec,17,2.8973
2010,Dec,20,2.8988
2010,Dec,21,2.9054
2010,Dec,22,2.9004
2010,Dec,23,2.9013
2010,Dec,24,2.8820
2010,Dec,27,2.8795
2010,Dec,28,2.8707
2010,Dec,29,2.8750
2010,Dec,30,2.8778
2010,Dec,31,2.8700
2011,Jan,03,2.8730
2011,Jan,04,2.8771
2011,Jan,05,2.8529
2011,Jan,06,2.8511
2011,Jan,07,2.8596
2011,Jan,10,2.8564
2011,Jan,11,2.8636
2011,Jan,12,2.8674
2011,Jan,13,2.8588
2011,Jan,14,2.8503
2011,Jan,17,2.8341
2011,Jan,18,2.8303
2011,Jan,19,2.8266
2011,Jan,20,2.8242
2011,Jan,21,2.8179
2011,Jan,24,2.8203
2011,Jan,25,2.8147
2011,Jan,26,2.8126
2011,Jan,27,2.8029
2011,Jan,28,2.8021
2011,Jan,31,2.7992
2011,Feb,01,2.7886
2011,Feb,02,2.7949
2011,Feb,07,2.7996
2011,Feb,08,2.8100
2011,Feb,09,2.8121
2011,Feb,10,2.8009
2011,Feb,11,2.8010
2011,Feb,14,2.8113
2011,Feb,15,2.8188
2011,Feb,16,2.8242
2011,Feb,17,2.8150
2011,Feb,18,2.8227
2011,Feb,21,2.8229
2011,Feb,22,2.8364
2011,Feb,23,2.8249
2011,Feb,24,2.8206
2011,Feb,25,2.8122
2011,Feb,28,2.8132
2011,Mar,01,2.8154
2011,Mar,02,2.8414
2011,Mar,03,2.8201
2011,Mar,04,2.8191
2011,Mar,07,2.8079
2011,Mar,08,2.8144
2011,Mar,09,2.8207
2011,Mar,10,2.8198
2011,Mar,11,2.8113
2011,Mar,14,2.8105
2011,Mar,15,2.8132
2011,Mar,16,2.8280
2011,Mar,17,2.8354
2011,Mar,18,2.8250
2011,Mar,21,2.8197
2011,Mar,22,2.8150
2011,Mar,23,2.8100
2011,Mar,24,2.8207
2011,Mar,25,2.8236
2011,Mar,28,2.8205
2011,Mar,29,2.8222
2011,Mar,30,2.8243
2011,Mar,31,2.8229
2011,Apr,01,2.8386
2011,Apr,04,2.8472
2011,Apr,05,2.8385
2011,Apr,06,2.8491
2011,Apr,07,2.8518
2011,Apr,08,2.8574
2011,Apr,11,2.8452
2011,Apr,12,2.8538
2011,Apr,13,2.8235
2011,Apr,14,2.8206
2011,Apr,15,2.7932
2011,Apr,18,2.8090
2011,Apr,19,2.8001
2011,Apr,20,2.7981
2011,Apr,21,2.7927
2011,Apr,25,2.7742
2011,Apr,26,2.7735
2011,Apr,27,2.7701
2011,Apr,28,2.7692
2011,Apr,29,2.7630
2011,May,03,2.7601
2011,May,04,2.7574
2011,May,05,2.7623
2011,May,06,2.7530
2011,May,09,2.7566
2011,May,10,2.7585
2011,May,11,2.7539
2011,May,12,2.7618
2011,May,13,2.7645
2011,May,16,2.7731
2011,May,18,2.7550
2011,May,19,2.7525
2011,May,20,2.7511
2011,May,23,2.7545
2011,May,24,2.7627
2011,May,25,2.7566
2011,May,26,2.7470
2011,May,27,2.7347
2011,May,30,2.7340
2011,May,31,2.7415
2011,Jun,01,2.7355
2011,Jun,02,2.7564
2011,Jun,03,2.7490
2011,Jun,06,2.7451
2011,Jun,07,2.7484
2011,Jun,08,2.7499
2011,Jun,09,2.7576
2011,Jun,10,2.7534
2011,Jun,13,2.7609
2011,Jun,14,2.7519
2011,Jun,15,2.7555
2011,Jun,16,2.7622
2011,Jun,17,2.7590
2011,Jun,20,2.7536
2011,Jun,21,2.7518
2011,Jun,22,2.7515
2011,Jun,23,2.7482
2011,Jun,24,2.7489
2011,Jun,27,2.7539
2011,Jun,28,2.7611
2011,Jun,29,2.7525
2011,Jun,30,2.7471
2011,Jul,01,2.7510
2011,Jul,04,2.7533
2011,Jul,05,2.7570
2011,Jul,06,2.7623
2011,Jul,07,2.7610
2011,Jul,08,2.7572
2011,Jul,11,2.7518
2011,Jul,12,2.7517
2011,Jul,13,2.7449
2011,Jul,14,2.7388
2011,Jul,15,2.7338
2011,Jul,18,2.7376
2011,Jul,19,2.7322
2011,Jul,20,2.7316
2011,Jul,21,2.7288
2011,Jul,22,2.7270
2011,Jul,25,2.7223
2011,Jul,26,2.7175
2011,Jul,27,2.7291
2011,Jul,28,2.7265
2011,Jul,29,2.7298
2011,Aug,01,2.7282
2011,Aug,02,2.7219
2011,Aug,03,2.7260
2011,Aug,04,2.7243
2011,Aug,05,2.7281
2011,Aug,08,2.7035
2011,Aug,10,2.6924
2011,Aug,11,2.6781
2011,Aug,12,2.6750
2011,Aug,15,2.6711
2011,Aug,16,2.6583
2011,Aug,17,2.6568
2011,Aug,18,2.6490
2011,Aug,19,2.6611
2011,Aug,22,2.6282
2011,Aug,23,2.6431
2011,Aug,24,2.6350
2011,Aug,25,2.6191
2011,Aug,26,2.6206
2011,Aug,29,2.6281
2011,Aug,31,2.6238
2011,Sep,01,2.6346
2011,Sep,02,2.6220
2011,Sep,05,2.6290
2011,Sep,06,2.6214
2011,Sep,07,2.6270
2011,Sep,08,2.6162
2011,Sep,09,2.6222
2011,Sep,12,2.6263
2011,Sep,13,2.6204
2011,Sep,14,2.6041
2011,Sep,15,2.6109
2011,Sep,16,2.6133
2011,Sep,19,2.6346
2011,Sep,20,2.6351
2011,Sep,21,2.6317
2011,Sep,22,2.6405
2011,Sep,23,2.6123
2011,Sep,26,2.6288
2011,Sep,27,2.6192
2011,Sep,28,2.6241
2011,Sep,29,2.6478
2011,Sep,30,2.6442
2011,Oct,03,2.6543
2011,Oct,04,2.6722
2011,Oct,05,2.6606
2011,Oct,06,2.6545
2011,Oct,07,2.6390
2011,Oct,10,2.6285
2011,Oct,11,2.6168
2011,Oct,12,2.6058
2011,Oct,13,2.6060
2011,Oct,14,2.5897
2011,Oct,17,2.5889
2011,Oct,18,2.5788
2011,Oct,19,2.5713
2011,Oct,20,2.5708
2011,Oct,21,2.5567
2011,Oct,24,2.5503
2011,Oct,25,2.5367
2011,Oct,27,2.5628
2011,Oct,28,2.5463
2011,Oct,31,2.5574
2011,Nov,01,2.5714
2011,Nov,02,2.5808
2011,Nov,03,2.5910
2011,Nov,04,2.5822
2011,Nov,08,2.5799
2011,Nov,09,2.5556
2011,Nov,10,2.5868
2011,Nov,11,2.5757
2011,Nov,14,2.5624
2011,Nov,15,2.5516
2011,Nov,16,2.5492
2011,Nov,17,2.5500
2011,Nov,18,2.5379
2011,Nov,21,2.5228
2011,Nov,22,2.4844
2011,Nov,23,2.5191
2011,Nov,24,2.5044
2011,Nov,25,2.5114
2011,Nov,28,2.5051
2011,Nov,29,2.5011
2011,Nov,30,2.4851
2011,Dec,01,2.4786
2011,Dec,02,2.4972
2011,Dec,05,2.5032
2011,Dec,06,2.5076
2011,Dec,07,2.4918
2011,Dec,08,2.4801
2011,Dec,09,2.4859
2011,Dec,12,2.4826
2011,Dec,13,2.4437
2011,Dec,14,2.4325
2011,Dec,15,2.4206
2011,Dec,16,2.4742
2011,Dec,19,2.4624
2011,Dec,20,2.4674
2011,Dec,21,2.4557
2011,Dec,22,2.4541
2011,Dec,23,2.4508
2011,Dec,27,2.4535
2011,Dec,28,2.4433
2011,Dec,29,2.4363
2011,Dec,30,2.4445
2012,Jan,03,2.4313
2012,Jan,04,2.4206
2012,Jan,05,2.4347
2012,Jan,06,2.4501
2012,Jan,09,2.4594
2012,Jan,10,2.4705
2012,Jan,11,2.4976
2012,Jan,12,2.4924
2012,Jan,13,2.5062
2012,Jan,16,2.5014
2012,Jan,17,2.5144
2012,Jan,18,2.5343
2012,Jan,19,2.5434
2012,Jan,20,2.5318
2012,Jan,25,2.5306
2012,Jan,26,2.5184
2012,Jan,27,2.5276
2012,Jan,30,2.5378
2012,Jan,31,2.5251
2012,Feb,01,2.5326
2012,Feb,02,2.5415
2012,Feb,03,2.5387
2012,Feb,06,2.5528
2012,Feb,07,2.5458
2012,Feb,08,2.5372
2012,Feb,09,2.5230
2012,Feb,10,2.5265
2012,Feb,13,2.5354
2012,Feb,14,2.5592
2012,Feb,15,2.5538
2012,Feb,16,2.5630
2012,Feb,17,2.5597
2012,Feb,20,2.5490
2012,Feb,21,2.5547
2012,Feb,22,2.5557
2012,Feb,23,2.5555
2012,Feb,24,2.5565
2012,Feb,27,2.5670
2012,Feb,28,2.5487
2012,Feb,29,2.5514
2012,Mar,01,2.5389
2012,Mar,02,2.5331
2012,Mar,05,2.5255
2012,Mar,06,2.5218
2012,Mar,07,2.4866
2012,Mar,08,2.5028
2012,Mar,09,2.5092
2012,Mar,12,2.5213
2012,Mar,13,2.5156
2012,Mar,14,2.5257
2012,Mar,15,2.5274
2012,Mar,16,2.5068
2012,Mar,19,2.5110
2012,Mar,20,2.5033
2012,Mar,21,2.4976
2012,Mar,22,2.4891
2012,Mar,23,2.4724
2012,Mar,26,2.4633
2012,Mar,27,2.4618
2012,Mar,28,2.4684
2012,Mar,29,2.4608
2012,Mar,30,2.4567
2012,Apr,02,2.4701
2012,Apr,03,2.4750
2012,Apr,04,2.4662
2012,Apr,05,2.4679
2012,Apr,09,2.4534
2012,Apr,10,2.4634
2012,Apr,11,2.4465
2012,Apr,12,2.4478
2012,Apr,13,2.4311
2012,Apr,16,2.4268
2012,Apr,17,2.4226
2012,Apr,18,2.4280
2012,Apr,19,2.4119
2012,Apr,20,2.4020
2012,Apr,23,2.3975
2012,Apr,24,2.3661
2012,Apr,25,2.3661
2012,Apr,26,2.3699
2012,Apr,27,2.3646
2012,Apr,30,2.3559
2012,May,02,2.3477
2012,May,03,2.3312
2012,May,04,2.3139
2012,May,07,2.3299
2012,May,08,2.3645
2012,May,09,2.3354
2012,May,10,2.3450
2012,May,11,2.3413
2012,May,14,2.3367
2012,May,15,2.3371
2012,May,16,2.3383
2012,May,17,2.3294
2012,May,18,2.3287
2012,May,21,2.3284
2012,May,22,2.3116
2012,May,23,2.2951
2012,May,24,2.2746
2012,May,25,2.2888
2012,May,28,2.3168
2012,May,29,2.2989
2012,May,30,2.2807
2012,May,31,2.2828
2012,Jun,01,2.3021
2012,Jun,04,2.3261
2012,Jun,05,2.3197
2012,Jun,06,2.3082
2012,Jun,07,2.3119
2012,Jun,08,2.3249
2012,Jun,11,2.3163
2012,Jun,12,2.2997
2012,Jun,13,2.2967
2012,Jun,14,2.2983
2012,Jun,15,2.2928
2012,Jun,18,2.2890
2012,Jun,19,2.2644
2012,Jun,20,2.2676
2012,Jun,21,2.2547
2012,Jun,22,2.2471
2012,Jun,25,2.2637
2012,Jun,26,2.2496
2012,Jun,27,2.2384
2012,Jun,28,2.2360
2012,Jun,29,2.2488
2012,Jul,02,2.2831
2012,Jul,03,2.2913
2012,Jul,04,2.3155
2012,Jul,05,2.3042
2012,Jul,06,2.2891
2012,Jul,09,2.2776
2012,Jul,10,2.2754
2012,Jul,11,2.2839
2012,Jul,12,2.2768
2012,Jul,13,2.2861
2012,Jul,16,2.3063
2012,Jul,17,2.2956
2012,Jul,18,2.2858
2012,Jul,19,2.2723
2012,Jul,20,2.2748
2012,Jul,23,2.2675
2012,Jul,24,2.2454
2012,Jul,25,2.2414
2012,Jul,26,2.2396
2012,Jul,27,2.2541
2012,Jul,30,2.2562
2012,Jul,31,2.2462
2012,Aug,01,2.2433
2012,Aug,02,2.2409
2012,Aug,03,2.2251
2012,Aug,06,2.2460
2012,Aug,07,2.2405
2012,Aug,08,2.2579
2012,Aug,10,2.2502
2012,Aug,13,2.2504
2012,Aug,14,2.2391
2012,Aug,15,2.2487
2012,Aug,16,2.2362
2012,Aug,17,2.2483
2012,Aug,21,2.2531
2012,Aug,22,2.2565
2012,Aug,23,2.2519
2012,Aug,24,2.2531
2012,Aug,27,2.2523
2012,Aug,28,2.2467
2012,Aug,29,2.2514
2012,Aug,30,2.2506
2012,Aug,31,2.2489
2012,Sep,03,2.2508
2012,Sep,04,2.2452
2012,Sep,05,2.2362
2012,Sep,06,2.2301
2012,Sep,07,2.2369
2012,Sep,10,2.2331
2012,Sep,11,2.2250
2012,Sep,12,2.2242
2012,Sep,13,2.2165
2012,Sep,14,2.2355
2012,Sep,17,2.2751
2012,Sep,18,2.2576
2012,Sep,19,2.2673
2012,Sep,20,2.2520
2012,Sep,21,2.2621
2012,Sep,24,2.3110
2012,Sep,25,2.2917
2012,Sep,26,2.2991
2012,Sep,27,2.3030
2012,Sep,28,2.3244
2012,Oct,01,2.3273
2012,Oct,02,2.3439
2012,Oct,03,2.3566
2012,Oct,04,2.3698
2012,Oct,05,2.3774
2012,Oct,08,2.3604
2012,Oct,09,2.3501
2012,Oct,10,2.3257
2012,Oct,11,2.3178
2012,Oct,12,2.3177
2012,Oct,15,2.3049
2012,Oct,16,2.3084
2012,Oct,17,2.3118
2012,Oct,18,2.2959
2012,Oct,19,2.2714
2012,Oct,22,2.2704
2012,Oct,23,2.2867
2012,Oct,24,2.2763
2012,Oct,25,2.2744
2012,Oct,29,2.2700
2012,Oct,30,2.2610
2012,Oct,31,2.2554
2012,Nov,01,2.2678
2012,Nov,02,2.2761
2012,Nov,05,2.2629
2012,Nov,06,2.2407
2012,Nov,07,2.2481
2012,Nov,08,2.2444
2012,Nov,09,2.2527
2012,Nov,12,2.2371
2012,Nov,14,2.2265
2012,Nov,15,2.2217
2012,Nov,16,2.2346
2012,Nov,19,2.2261
2012,Nov,20,2.2286
2012,Nov,21,2.2188
2012,Nov,22,2.2254
2012,Nov,23,2.2173
2012,Nov,26,2.2043
2012,Nov,27,2.1942
2012,Nov,28,2.2049
2012,Nov,29,2.2036
2012,Nov,30,2.2427
2012,Dec,03,2.2456
2012,Dec,04,2.2220
2012,Dec,05,2.2341
2012,Dec,06,2.2383
2012,Dec,07,2.2559
2012,Dec,10,2.2489
2012,Dec,11,2.2487
2012,Dec,12,2.2523
2012,Dec,13,2.2557
2012,Dec,14,2.2379
2012,Dec,17,2.2377
2012,Dec,18,2.2253
2012,Dec,19,2.2208
2012,Dec,20,2.2311
2012,Dec,21,2.2133
2012,Dec,24,2.2138
2012,Dec,26,2.2237
2012,Dec,27,2.2335
2012,Dec,28,2.2286
2012,Dec,31,2.2307
2013,Jan,02,2.2458
2013,Jan,03,2.2453
2013,Jan,04,2.2432
2013,Jan,07,2.2397
2013,Jan,08,2.2271
2013,Jan,09,2.2347
2013,Jan,10,2.2454
2013,Jan,11,2.2473
2013,Jan,14,2.2384
2013,Jan,15,2.2501
2013,Jan,16,2.2369
2013,Jan,17,2.2373
2013,Jan,18,2.2664
2013,Jan,21,2.2887
2013,Jan,22,2.2979
2013,Jan,23,2.2866
2013,Jan,24,2.2822
2013,Jan,25,2.2881
2013,Jan,28,2.2917
2013,Jan,29,2.2963
2013,Jan,30,2.3091
2013,Jan,31,2.3299
2013,Feb,01,2.3260
2013,Feb,04,2.3389
2013,Feb,05,2.3193
2013,Feb,06,2.3335
2013,Feb,07,2.3300
2013,Feb,08,2.3167
2013,Feb,13,2.2988
2013,Feb,14,2.2919
2013,Feb,15,2.2913
2013,Feb,18,2.2805
2013,Feb,19,2.2828
2013,Feb,20,2.2834
2013,Feb,21,2.2815
2013,Feb,22,2.2730
2013,Feb,25,2.2919
2013,Feb,26,2.2926
2013,Feb,27,2.2959
2013,Feb,28,2.3046
2013,Mar,01,2.2670
2013,Mar,04,2.2652
2013,Mar,05,2.2706
2013,Mar,06,2.2740
2013,Mar,07,2.2770
2013,Mar,08,2.2869
2013,Mar,11,2.2926
2013,Mar,12,2.2987
2013,Mar,13,2.3071
2013,Mar,14,2.2977
2013,Mar,15,2.3050
2013,Mar,18,2.3043
2013,Mar,19,2.3160
2013,Mar,20,2.2995
2013,Mar,21,2.3044
2013,Mar,22,2.3010
2013,Mar,25,2.3025
2013,Mar,26,2.2833
2013,Mar,27,2.2904
2013,Mar,28,2.2847
2013,Apr,01,2.2922
2013,Apr,02,2.2755
2013,Apr,03,2.2783
2013,Apr,04,2.2689
2013,Apr,05,2.2616
2013,Apr,08,2.2679
2013,Apr,09,2.2792
2013,Apr,10,2.2731
2013,Apr,11,2.2774
2013,Apr,12,2.2709
2013,Apr,15,2.2615
2013,Apr,16,2.2720
2013,Apr,17,2.2817
2013,Apr,18,2.2835
2013,Apr,19,2.2945
2013,Apr,22,2.2911
2013,Apr,23,2.2825
2013,Apr,24,2.2881
2013,Apr,25,2.2857
2013,Apr,26,2.2838
2013,Apr,29,2.2709
2013,Apr,30,2.2803
2013,May,02,2.2976
2013,May,03,2.2871
2013,May,06,2.2853
2013,May,07,2.2659
2013,May,08,2.2753
2013,May,09,2.2667
2013,May,10,2.2649
2013,May,13,2.2612
2013,May,14,2.2622
2013,May,15,2.2672
2013,May,16,2.2779
2013,May,17,2.2861
2013,May,20,2.2808
2013,May,21,2.2815
2013,May,22,2.2723
2013,May,23,2.2723
2013,May,27,2.2713
2013,May,28,2.2706
2013,May,29,2.2602
2013,May,30,2.2541
2013,May,31,2.2351
2013,Jun,03,2.2328
2013,Jun,04,2.2148
2013,Jun,05,2.2174
2013,Jun,06,2.1966
2013,Jun,07,2.1861
2013,Jun,10,2.1807
2013,Jun,11,2.1627
2013,Jun,12,2.1531
2013,Jun,13,2.1623
2013,Jun,14,2.1688
2013,Jun,17,2.1708
2013,Jun,18,2.1583
2013,Jun,19,2.1485
2013,Jun,20,2.1244
2013,Jun,21,2.1368
2013,Jun,24,2.1407
2013,Jun,25,2.1379
2013,Jun,26,2.1245
2013,Jun,27,2.0981
2013,Jun,28,2.1147
2013,Jul,01,2.1359
2013,Jul,02,2.1379
2013,Jul,03,2.1194
2013,Jul,04,2.1190
2013,Jul,05,2.1175
2013,Jul,08,2.1030
2013,Jul,09,2.1232
2013,Jul,10,2.1245
2013,Jul,11,2.1217
2013,Jul,12,2.1086
2013,Jul,15,2.1096
2013,Jul,16,2.1264
2013,Jul,17,2.1327
2013,Jul,18,2.1231
2013,Jul,19,2.1192
2013,Jul,22,2.1253
2013,Jul,23,2.1171
2013,Jul,24,2.1231
2013,Jul,25,2.1351
2013,Jul,26,2.1497
2013,Jul,29,2.1394
2013,Jul,30,2.1270
2013,Jul,31,2.0838
2013,Aug,01,2.0978
2013,Aug,02,2.1011
2013,Aug,05,2.0865
2013,Aug,06,2.0728
2013,Aug,07,2.0710
2013,Aug,12,2.0827
2013,Aug,13,2.0505
2013,Aug,14,2.0648
2013,Aug,15,2.0690
2013,Aug,16,2.0680
2013,Aug,19,2.0471
2013,Aug,20,1.9991
2013,Aug,21,2.0182
2013,Aug,22,1.9751
2013,Aug,23,1.9807
2013,Aug,26,2.0008
2013,Aug,27,1.9616
2013,Aug,28,1.9068
2013,Aug,29,1.8993
2013,Aug,30,1.8951
2013,Sep,02,1.9363
2013,Sep,03,1.9127
2013,Sep,04,1.8672
2013,Sep,05,1.9418
2013,Sep,06,1.9400
2013,Sep,09,1.9537
2013,Sep,10,1.9759
2013,Sep,11,1.9867
2013,Sep,12,2.0105
2013,Sep,13,1.9805
2013,Sep,16,2.0139
2013,Sep,17,1.9929
2013,Sep,18,1.9941
2013,Sep,19,2.0134
2013,Sep,20,2.0060
2013,Sep,23,2.0008
2013,Sep,24,1.9941
2013,Sep,25,2.0003
2013,Sep,26,2.0191
2013,Sep,27,2.0292
2013,Sep,30,1.9984
2013,Oct,01,2.0058
2013,Oct,02,2.0058
2013,Oct,03,2.0118
2013,Oct,04,2.0188
2013,Oct,07,2.0248
2013,Oct,08,2.0238
2013,Oct,09,2.0085
2013,Oct,10,2.0148
2013,Oct,11,2.0389
2013,Oct,14,2.0356
2013,Oct,16,2.0115
2013,Oct,17,2.0173
2013,Oct,18,2.0275
2013,Oct,21,2.0184
2013,Oct,22,2.0115
2013,Oct,23,2.0207
2013,Oct,24,2.0086
2013,Oct,25,2.0133
2013,Oct,28,2.0132
2013,Oct,29,2.0088
2013,Oct,30,2.0164
2013,Oct,31,2.0182
2013,Nov,01,2.0086
2013,Nov,04,2.0133
2013,Nov,05,2.0082
2013,Nov,06,2.0099
2013,Nov,07,1.9855
2013,Nov,08,1.9847
2013,Nov,11,1.9758
2013,Nov,12,1.9672
2013,Nov,13,1.9595
2013,Nov,14,1.9776
2013,Nov,15,1.9769
2013,Nov,18,1.9842
2013,Nov,19,2.0037
2013,Nov,20,1.9920
2013,Nov,21,1.9862
2013,Nov,22,1.9871
2013,Nov,25,2.0014
2013,Nov,26,2.0014
2013,Nov,27,2.0088
2013,Nov,28,2.0140
2013,Nov,29,2.0159
2013,Dec,02,2.0140
2013,Dec,03,2.0130
2013,Dec,04,2.0076
2013,Dec,05,2.0316
2013,Dec,06,2.0339
2013,Dec,09,2.0482
2013,Dec,10,2.0448
2013,Dec,11,2.0362
2013,Dec,12,2.0333
2013,Dec,13,2.0219
2013,Dec,16,2.0198
2013,Dec,17,2.0276
2013,Dec,18,2.0330
2013,Dec,19,2.0260
2013,Dec,20,2.0334
2013,Dec,23,2.0447
2013,Dec,24,2.0495
2013,Dec,26,2.0500
2013,Dec,27,2.0418
2013,Dec,30,2.0473
2013,Dec,31,2.0463
2014,Jan,02,2.0438
2014,Jan,03,2.0316
2014,Jan,06,2.0328
2014,Jan,07,2.0356
2014,Jan,08,2.0431
2014,Jan,09,2.0448
2014,Jan,10,2.0508
2014,Jan,13,2.0510
2014,Jan,14,2.0608
2014,Jan,15,2.0622
2014,Jan,16,2.0663
2014,Jan,17,2.0737
2014,Jan,20,2.0716
2014,Jan,21,2.0748
2014,Jan,22,2.0621
2014,Jan,23,2.0673
2014,Jan,24,2.0565
2014,Jan,27,2.0341
2014,Jan,28,2.0222
2014,Jan,29,2.0463
2014,Jan,30,2.0320
2014,Feb,03,2.0410
2014,Feb,04,2.0279
2014,Feb,05,2.0336
2014,Feb,06,2.0333
2014,Feb,07,2.0351
2014,Feb,10,2.0401
2014,Feb,11,2.0332
2014,Feb,12,2.0367
2014,Feb,13,2.0406
2014,Feb,14,2.0310
2014,Feb,17,2.0302
2014,Feb,18,2.0329
2014,Feb,19,2.0307
2014,Feb,20,2.0258
2014,Feb,21,2.0375
2014,Feb,24,2.0402
2014,Feb,25,2.0355
2014,Feb,26,2.0403
2014,Feb,27,2.0432
2014,Feb,28,2.0407
2014,Mar,03,2.0472
2014,Mar,04,2.0446
2014,Mar,05,2.0542
2014,Mar,06,2.0631
2014,Mar,07,2.0715
2014,Mar,10,2.0719
2014,Mar,11,2.0877
2014,Mar,12,2.0764
2014,Mar,13,2.0771
2014,Mar,14,2.0595
2014,Mar,17,2.0676
2014,Mar,18,2.0735
2014,Mar,19,2.0697
2014,Mar,20,2.0785
2014,Mar,21,2.0919
2014,Mar,24,2.0942
2014,Mar,25,2.0942
2014,Mar,26,2.1061
2014,Mar,27,2.0991
2014,Mar,28,2.1006
2014,Mar,31,2.1047
2014,Apr,01,2.0975
2014,Apr,02,2.1090
2014,Apr,03,2.1077
2014,Apr,04,2.0948
2014,Apr,07,2.1056
2014,Apr,08,2.0952
2014,Apr,09,2.0854
2014,Apr,10,2.0727
2014,Apr,11,2.0718
2014,Apr,14,2.0791
2014,Apr,15,2.0793
2014,Apr,16,2.0780
2014,Apr,17,2.0746
2014,Apr,21,2.0758
2014,Apr,22,2.0653
2014,Apr,23,2.0610
2014,Apr,24,2.0592
2014,Apr,25,2.0566
2014,Apr,28,2.0695
2014,Apr,29,2.0734
2014,Apr,30,2.0822
2014,May,02,2.0807
2014,May,05,2.0835
2014,May,06,2.0790
2014,May,07,2.0774
2014,May,08,2.0818
2014,May,09,2.0774
2014,May,12,2.0842
2014,May,14,2.1033
2014,May,15,2.1003
2014,May,16,2.1294
2014,May,19,2.1374
2014,May,20,2.1357
2014,May,21,2.1311
2014,May,22,2.1343
2014,May,23,2.1432
2014,May,26,2.1440
2014,May,27,2.1270
2014,May,28,2.1210
2014,May,29,2.1320
2014,May,30,2.1286
2014,Jun,02,2.1230
2014,Jun,03,2.1225
2014,Jun,04,2.1189
2014,Jun,05,2.1216
2014,Jun,06,2.1166
2014,Jun,09,2.1189
2014,Jun,10,2.1100
2014,Jun,11,2.1074
2014,Jun,12,2.1065
2014,Jun,13,2.1031
2014,Jun,16,2.0855
2014,Jun,17,2.0718
2014,Jun,18,2.0831
2014,Jun,19,2.0826
2014,Jun,20,2.0747
2014,Jun,23,2.0772
2014,Jun,24,2.0770
2014,Jun,25,2.0743
2014,Jun,26,2.0760
2014,Jun,27,2.0770
2014,Jun,30,2.0805
2014,Jul,01,2.0723
2014,Jul,02,2.0761
2014,Jul,03,2.0959
2014,Jul,04,2.0892
2014,Jul,07,2.0826
2014,Jul,08,2.0796
2014,Jul,09,2.0759
2014,Jul,10,2.0815
2014,Jul,11,2.0650
2014,Jul,14,2.0698
2014,Jul,15,2.0644
2014,Jul,16,2.0659
2014,Jul,17,2.0650
2014,Jul,18,2.0566
2014,Jul,21,2.0609
2014,Jul,22,2.0596
2014,Jul,23,2.0595
2014,Jul,24,2.0599
2014,Jul,25,2.0628
2014,Jul,29,2.0668
2014,Jul,30,2.0634
2014,Jul,31,2.0690
2014,Aug,01,2.0568
2014,Aug,04,2.0451
2014,Aug,05,2.0421
2014,Aug,06,2.0394
2014,Aug,07,2.0383
2014,Aug,08,2.0326
2014,Aug,11,2.0451
2014,Aug,12,2.0446
2014,Aug,13,2.0413
2014,Aug,14,2.0442
2014,Aug,15,2.0495
2014,Aug,18,2.0481
2014,Aug,19,2.0498
2014,Aug,20,2.0513
2014,Aug,21,2.0615
2014,Aug,22,2.0660
2014,Aug,25,2.0688
2014,Aug,26,2.0651
2014,Aug,27,2.0647
2014,Aug,28,2.0648
2014,Aug,29,2.0648
2014,Sep,01,2.0650
2014,Sep,02,2.0644
2014,Sep,03,2.0693
2014,Sep,04,2.0688
2014,Sep,05,2.0773
2014,Sep,08,2.0824
2014,Sep,09,2.0870
2014,Sep,10,2.0790
2014,Sep,11,2.0764
2014,Sep,12,2.0746
2014,Sep,15,2.0725
2014,Sep,16,2.0674
2014,Sep,17,2.0689
2014,Sep,18,2.0742
2014,Sep,19,2.0879
2014,Sep,22,2.0816
2014,Sep,23,2.0811
2014,Sep,24,2.0779
2014,Sep,25,2.0776
2014,Sep,26,2.0670
2014,Sep,29,2.0759
2014,Sep,30,2.0659
2014,Oct,01,2.0645
2014,Oct,02,2.0602
2014,Oct,03,2.0679
2014,Oct,07,2.0815
2014,Oct,08,2.0823
2014,Oct,09,2.0797
2014,Oct,10,2.0773
2014,Oct,13,2.0749
2014,Oct,14,2.0823
2014,Oct,15,2.0841
2014,Oct,16,2.0646
2014,Oct,17,2.0641
2014,Oct,20,2.0795
2014,Oct,21,2.0695
2014,Oct,23,2.0819
2014,Oct,24,2.0863
2014,Oct,27,2.0818
2014,Oct,28,2.0758
2014,Oct,29,2.0770
2014,Oct,30,2.0810
2014,Oct,31,2.0825
2014,Nov,03,2.0940
2014,Nov,04,2.1021
2014,Nov,05,2.1026
2014,Nov,06,2.1086
2014,Nov,07,2.1065
2014,Nov,10,2.0957
2014,Nov,11,2.0972
2014,Nov,12,2.1002
2014,Nov,13,2.1008
2014,Nov,14,2.0999
2014,Nov,17,2.0993
2014,Nov,18,2.0992
2014,Nov,19,2.1028
2014,Nov,20,2.0985
2014,Nov,21,2.0980
